sku_id,units_sold,selling_price,gross_revenue,promo_flag,discount_pct,month,week_ofear,day_of_week,is_weekend,is_festival_month,is_payday_period,season_tag,holiday_flag,weather_index,campaign_intensity,platform_traffic_source,traffic_index,competitor_price_index,competitor_stockout_flag,bundle_offer_flag,stock_visibility_score,rating_score,review_volume,product_visibility_rank,lag_1_units,lag_7_units,lag_30_units,rolling_mean_7,rolling_meN_14,rolling_std_7,current_stock,safety_stock,reorder_point,lead_time_days,inbound_shipment_qty,supplier_id,avg_lead_time,lead_time_variability,target_7d,lag_14_units,lag_21_units,rolling_mean_14,rolling_mean_30,rolling_mean_60,rolling_std_30,rolling_std_60,sku_avg_demand,sku_demand_std,sku_min_demand,sku_max_demand,predicted_demand
0,21,1019.22,21403.62,0,0.0162,3,9,4,0,0,1,2,0,1.0487131044265865,0,2,0.9585586247210478,1.028214660613456,0,0,0.3562198951824665,4.99,220,112,22.0,37.0,22.0,30.857142857142858,30.857142857142858,8.153293228885522,963,282,631,10,127,2,10,2,29.0,38.0,26.0,31.785714285714285,29.3,30.1,6.894025399350989,7.055950728141892,30.704918032786885,6.810574201355346,18,51,27.251081
0,31,944.52,29280.12,0,0.0883,3,9,5,1,0,1,2,1,0.8250869533010903,0,2,1.0902020659087217,0.998760053,0,0,0.3939423358714476,4.99,220,21,21.0,25.0,27.0,28.571428571428573,28.571428571428573,8.383657572069268,963,282,631,10,127,2,10,2,27.0,41.0,22.0,30.571428571428573,29.266666666666666,29.983333333333334,6.932847020964184,7.148525192609909,30.704918032786885,6.810574201355346,18,51,26.799505
0,28,994.97,27859.16,0,0.0396,3,9,6,1,0,1,2,0,0.9843140347874012,0,1,1.0610399280725749,1.0150247287134913,0,0,0.3428630853129299,4.99,220,23,31.0,27.0,31.0,29.428571428571427,29.428571428571427,8.263517065131188,963,282,631,10,127,2,10,2,29.0,26.0,30.0,29.857142857142858,29.4,30.05,6.926212081152544,7.1388766148487175,30.704918032786885,6.810574201355346,18,51,29.474453
0,36,836.26,30105.36,1,0.1928,3,10,0,0,0,1,2,0,1.1569025426512496,2,0,1.0241651068827442,0.9803077826499258,0,0,0.3390218564515947,4.99,220,97,28.0,24.0,37.0,29.571428571428573,29.571428571428573,8.223080178318078,963,282,631,10,127,2,10,2,20.0,42.0,35.0,30.0,29.3,30.066666666666666,6.923971353951779,7.132800022304851,30.704918032786885,6.810574201355346,18,51,25.439848
0,32,968.35,30987.2,0,0.0653,3,10,1,0,0,1,2,0,1.0048039360544,2,0,1.0140974714041224,0.9935245967959866,0,0,0.3947253488283149,4.99,220,4,36.0,41.0,31.0,31.285714285714285,31.285714285714285,8.118174789000413,963,282,631,10,127,2,10,2,29.0,24.0,27.0,29.571428571428573,29.266666666666666,30.183333333333334,6.88793714844434,7.172196001241598,30.704918032786885,6.810574201355346,18,51,29.870531
0,26,998.91,25971.66,0,0.0358,3,10,2,0,0,1,2,0,0.5722946053409919,0,0,0.9786350646447874,0.999624042,0,0,0.3783267753208438,4.99,220,94,32.0,40.0,24.0,30.0,30.0,6.952217871538073,963,282,631,10,127,2,10,2,24.0,37.0,23.0,30.142857142857142,29.3,30.1,6.899025418429616,7.120512264946549,30.704918032786885,6.810574201355346,18,51,25.223063
0,31,1025.95,31804.45,0,0.0097,3,10,3,0,0,1,2,0,0.662310489,1,0,1.006230771869288,1.004590435551013,1,1,0.4214547049660476,4.99,220,18,26.0,22.0,23.0,28.0,28.0,5.446711546122742,963,282,631,10,127,2,10,2,22.0,21.0,25.0,29.357142857142858,29.366666666666667,29.75,6.855570769433618,6.783891688454199,30.704918032786885,6.810574201355346,18,51,23.465055
0,29,942.24,27324.96,0,0.0905,3,10,4,0,0,0,2,0,0.8797621644145576,0,0,0.9703473421318471,0.9992256149846136,0,1,0.3705574433029887,4.99,220,2,31.0,21.0,30.0,29.285714285714285,29.285714285714285,4.820590756130965,963,282,631,10,127,2,10,2,39.0,37.0,38.0,30.071428571428573,29.633333333333333,29.583333333333332,6.754223880645729,6.6237673408197795,30.704918032786885,6.810574201355346,18,51,27.733019
0,27,1029.47,27795.69,0,0.0063,3,10,5,1,0,0,2,0,1.1999862488948332,0,1,1.064205506363212,0.999618284401064,0,0,0.4491749089031008,4.99,220,55,29.0,31.0,21.0,30.428571428571427,30.428571428571427,3.207134902949097,963,282,631,10,127,2,10,2,24.0,25.0,41.0,29.5,29.6,29.45,6.754819479963662,6.552073032021938,30.704918032786885,6.810574201355346,18,51,26.123024
0,29,1026.88,29779.52,0,0.0088,3,10,6,1,0,0,2,0,1.0298627891745031,1,2,1.0859404036145008,0.9955649732403548,0,0,0.3690900877320074,4.99,220,1,27.0,28.0,26.0,29.857142857142858,29.857142857142858,3.436498771936906,963,282,631,10,127,2,10,2,24.0,27.0,26.0,29.642857142857142,29.8,29.216666666666665,6.577914982518501,6.380828453375974,30.704918032786885,6.810574201355346,18,51,26.742886
